2014-04-11,2969
2018-01-16,6559
2016-05-30,3977
2015-02-24,4988
2017-12-11,17753
2014-06-12,3073
2018-04-25,11120
2018-04-20,4401
2017-06-19,4608
2014-10-06,7746
2017-07-17,3111
2014-12-17,14825
2018-03-08,11908
2017-06-18,25273
2015-05-31,1312
2018-01-12,16364
2017-10-20,14653
2016-06-26,3396
2018-01-05,13257
2016-07-19,8235
2018-05-20,3635
2016-09-30,15608
2017-10-14,38906
2018-03-11,24648
2016-06-30,40976
2015-11-07,1868
2018-04-19,10587
2015-04-17,4774
2014-07-06,3998
2017-06-12,1451
2017-09-22,3999
2016-01-19,1250
2017-02-02,11476
2015-09-03,1248
2016-05-23,5377
2014-05-21,2590
2016-07-03,30519
2016-07-20,2531
2016-05-12,4591
2017-06-08,4826
2016-03-15,5001
2017-08-21,4288
2017-11-25,12644
2017-12-15,7689
2017-07-08,885
2018-01-17,16357
2015-09-23,5006
2018-05-05,6478
2015-12-02,7012
2014-07-14,2365
2015-10-14,1643
2016-06-08,4031
2014-04-29,2292
2018-04-16,8938
2014-03-27,2857
2016-02-07,1603
2018-01-20,8324
2015-03-21,9045
2016-05-25,13528
2015-08-29,974
2017-01-30,1400
2018-05-17,19945
2015-09-17,2378
2016-11-29,902
2018-01-09,13306
2017-11-15,2074
2016-10-22,24086
2014-07-01,836
2018-05-18,4682
2016-12-29,3121
2017-04-12,11788
2014-06-14,770
2018-04-27,16806
2015-07-08,2743
2016-07-22,5730
2014-05-05,7620
2016-04-28,16761
2015-02-09,1025
2015-03-08,2427
2017-05-18,24609
2017-03-24,4364
2017-11-29,1691
2017-05-20,2478
2018-05-11,16949
2015-07-21,3328
2017-08-12,2070
2017-08-06,3283
2016-04-05,1770
2016-11-19,2626
2014-08-11,637
2016-11-17,22095
2018-01-18,14681
2017-09-01,1813
2016-03-25,1296
2017-11-06,1724
2016-07-16,16652
2018-04-18,21538
2017-04-06,14255
2016-12-21,1802
2017-09-17,8100
2016-11-28,4266
2018-02-10,7724
2018-01-13,6028
2017-09-18,12344
2015-12-23,860
2017-04-25,4451
2016-01-30,1648
2016-08-25,2396
2014-10-28,559
2018-04-13,5253
2014-05-10,598
2015-02-18,867
2015-06-03,3319
2018-03-13,5730
2018-04-29,19961
2014-08-20,606
2014-06-04,3087
2015-03-01,1422
2017-12-22,2444
2014-07-26,2148
2015-11-25,2139
2014-05-19,2670
2015-10-09,4323
2017-03-06,1827
2015-11-21,1915
2017-07-30,2689
2017-02-14,833
2016-10-19,923
2015-12-14,3128
2015-04-27,417
2018-01-04,3324
2015-09-11,3557
2016-01-25,4283
2015-12-10,4881
2016-07-18,9176
2017-04-26,4623
2017-09-16,10842
2017-01-12,1881
2016-08-27,2893
2015-03-11,2842
2014-10-03,3396
2016-05-28,14868
2014-09-26,800
2014-04-25,7068
2017-03-04,1507
2017-07-22,2151
2018-02-07,2584
2017-07-26,2159
2016-12-10,1372
2018-02-12,7026
2015-07-13,6557
2017-05-07,6432
2018-03-26,5643
2017-06-20,4252
2018-04-24,6754
2015-09-25,3218
2016-06-27,24144
2017-04-10,1707
2015-04-10,1548
2016-06-09,18380
2015-04-07,8763
2016-10-05,6024
2018-02-18,3994
2017-03-09,2127
2017-02-07,8226
2015-10-15,1616
2015-10-27,5404
2017-11-02,1866
2016-11-03,2620
2018-03-25,3025
2018-05-22,2869
2016-05-24,9231
2016-05-03,1986
2014-03-09,257
2016-06-28,3727
2014-12-24,2446
2016-07-05,1717
2018-04-28,8120
2016-11-16,13209
2017-10-06,1680
2015-12-16,1091
2016-11-15,15530
2015-12-21,13438
2015-02-25,647
2016-10-14,1205
2015-04-25,1721
2016-06-12,2047
2018-03-17,4320
2017-03-17,3549
2017-01-13,1984
2015-04-21,2021
2016-11-05,3415
2018-05-23,5172
2017-08-11,7167
2014-06-07,1562
2016-03-13,8265
2015-04-18,5564
2016-01-07,2242
2017-01-21,2967
2016-06-17,4835
2018-01-06,6718
2018-03-02,2800
2017-03-23,10322
2017-03-07,5030
2016-03-11,2677
2014-05-28,1606
2016-03-18,3976
2015-02-11,3122
2018-02-04,1875
2015-11-22,1439
2015-07-07,2799
2017-12-14,29809
2016-02-24,2050
2018-02-03,2733
2015-08-30,282
2016-10-02,5783
2017-11-03,3210
2017-08-03,10959
2017-08-15,1104
2017-10-10,4857
2018-04-15,7838
2015-11-14,1539
2015-08-27,1564
2018-04-30,6303
2014-04-30,2509
2015-12-19,1044
2014-09-18,1888
2017-08-04,2699
2017-12-01,4426
2017-11-18,2620
2018-04-22,11409
2017-04-23,1190
2015-12-07,4400
2016-08-05,721
2014-04-14,2210
2016-04-15,2403
2017-05-15,2146
2016-09-29,3544
2015-06-17,9577
2017-09-28,4486
2018-04-10,9055
2017-11-04,1111
2014-03-18,1482
2014-10-08,5582
2018-05-31,4367
2015-11-09,11519
2017-06-14,4656
2017-10-12,3144
2017-05-01,6321
2015-05-21,3758
2016-12-01,2241
2016-02-20,1884
2016-07-07,6250
2016-04-12,1919
2017-09-15,24655
2015-10-25,7189
2016-03-03,4357
2015-11-28,864
2017-11-28,2273
2014-10-05,1049
2017-03-15,1021
2016-10-03,1817
2016-07-30,1031
2017-12-23,1229
2017-05-04,4098
2016-03-04,6673
2014-09-02,590
2015-04-01,2221
2017-08-30,3170
2016-12-20,3597
2015-04-30,1795
2014-05-01,4956
2018-01-25,7833
2016-11-27,9829
2016-09-24,9779
2016-03-06,1868
2017-06-21,2019
2015-12-11,4255
2017-03-02,11299
2014-04-22,2533
2017-02-28,3084
2015-08-09,421
2017-05-23,45173
2017-03-05,1565
2015-07-04,2219
2015-01-24,581
2016-07-26,3787
2016-06-10,10639
2018-04-23,9959
2017-03-21,8099
2015-10-19,955
2017-09-26,4477
2014-07-11,814
2017-02-06,2315
2016-09-01,1316
2017-05-19,12626
2017-05-03,11291
2018-02-21,4462
2016-05-08,1545
2015-10-06,5458
2016-01-26,2040
2015-06-18,3252
2018-02-23,5385
2015-08-19,1358
2017-04-08,4650
2014-04-01,2036
2014-10-12,1417
2017-09-19,3894
2014-10-24,3776
2014-10-26,2614
2018-05-26,9256
2015-07-24,1234
2017-05-09,3713
2016-05-14,11015
2015-07-14,3610
2016-10-06,3670
2016-11-24,4576
2017-01-02,7181
2016-04-27,5955
2018-01-29,5183
2017-11-21,2708
2014-12-11,2680
2017-02-18,2093
2015-09-29,1768
2014-12-09,3924
2016-01-18,719
2014-05-09,2785
2018-03-20,5237
2016-09-15,3439
2016-02-29,1209
2015-09-12,1700
2015-07-23,967
2016-02-05,2388
2017-10-26,4785
2015-10-23,1124
2016-11-02,24333
2016-06-22,15222
2016-04-09,3959
2014-10-20,719
2016-05-31,3520
2016-05-15,6002
2014-05-15,1713
2016-04-18,18034
2015-04-16,13264
2015-07-27,1692
2017-10-01,2089
2016-10-30,3108
2018-05-28,3114
2014-12-08,2790
2015-06-01,1859
2018-01-26,5737
2017-09-04,4990
2014-05-08,2484
2014-05-23,3398
2017-02-24,3209
2015-09-20,1274
2015-03-26,1051
2015-10-16,1445
2016-01-17,1686
2014-03-07,2783
2016-02-18,3453
2016-12-13,9570
2018-04-12,7840
2017-11-05,4650
2015-09-27,1351
2017-11-14,10836
2016-10-11,3072
2014-06-24,1258
2017-01-11,2358
2018-03-16,2782
2017-07-10,2071
2016-10-10,1975
2017-01-07,7640
2017-10-27,3841
2015-10-10,1234
2014-08-06,749
2016-04-03,2276
2014-12-23,6126
2015-01-13,3211
2017-05-16,2800
2017-06-02,5383
2015-10-05,1122
2014-07-10,1240
2016-09-03,256
2017-07-24,2374
2018-05-27,5551
2017-09-14,10056
2017-01-05,2895
2017-11-27,2450
2017-12-29,2405
2016-06-24,9759
2016-09-08,3010
2015-05-17,1351
2017-06-11,1278
2015-03-03,4178
2016-03-28,657
2016-01-01,1509
2015-01-12,3948
2015-09-21,575
2015-08-01,2028
2016-01-05,1388
2017-12-02,4339
2015-03-20,2101
2015-07-31,1613
2017-05-21,3659
2015-02-01,2080
2018-01-07,6797
2017-06-06,9885
2016-06-25,4800
2015-06-30,1610
2016-05-01,4730
2016-05-29,2983
2016-09-11,2985
2017-09-21,1713
2018-02-19,2127
2015-06-06,209
2016-07-24,1417
2017-12-17,2789
2017-08-01,8956
2016-11-12,4597
2017-04-30,692
2017-11-30,1090
2016-02-17,7415
2017-08-22,5357
2018-03-30,2880
2016-10-09,2245
2017-03-19,1768
2015-02-19,454
2016-01-10,9274
2016-09-25,2077
2017-03-25,1381
2014-12-14,1724
2016-07-28,1490
2017-04-29,3572
2014-10-04,2341
2017-09-25,4227
2016-06-18,2279
2014-09-22,193
2016-02-02,2002
2015-07-22,1232
2016-08-10,7533
2017-12-16,3470
2018-05-25,10191
2017-08-05,3204
2014-07-08,795
2017-11-20,4003
2017-08-16,5612
2016-09-13,2166
2017-02-20,1670
2014-07-16,1223
2014-08-21,685
2017-03-01,2297
2017-05-17,1316
2018-01-23,4370
2014-08-04,789
2017-03-22,3593
2017-07-20,9227
2017-09-23,6438
2017-04-20,2887
2015-11-30,2047
2017-10-19,3280
2018-05-09,1899
2015-05-29,1130
2017-01-17,1806
2017-04-18,1967
2018-04-05,5237
2017-09-09,16180
2014-03-28,1516
2017-03-08,3045
2015-12-28,1378
2014-04-09,3335
2016-03-24,3023
2016-11-25,3706
2017-02-16,2092
2018-01-28,7788
2016-10-12,1922
2018-04-07,2696
2017-03-29,1294
2017-08-08,1592
2015-05-30,2320
2014-06-06,2791
2015-06-27,4215
2015-04-04,1340
2016-02-19,5872
2017-05-10,3836
2017-02-17,2078
2017-05-27,2950
2014-05-20,2568
2018-05-04,2472
2018-03-21,5392
2017-03-31,5592
2015-07-18,1452
2016-02-04,1939
2016-04-14,1390
2017-12-25,4746
2017-05-28,2767
2016-10-27,1008
2015-10-29,1557
2016-03-22,1829
2016-12-27,2331
2015-09-30,3253
2016-07-09,2129
2016-08-30,639
2017-09-02,1492
2015-12-20,1866
2016-05-06,3152
2014-05-29,2236
2016-02-10,625
2018-03-31,2217
2018-01-14,5089
2016-04-16,5801
2014-12-06,2497
2017-12-10,1583
2016-06-07,11669
2017-08-09,1229
2016-08-02,1441
2018-02-02,2606
2014-04-26,4980
2016-03-10,2142
2014-04-19,49
2017-07-31,2263
2015-09-10,1036
2015-11-23,1502
2014-10-09,2233
2014-12-31,655
2018-05-16,2237
2015-01-18,660
2018-03-01,4033
2015-06-24,3533
2016-05-05,3690
2017-07-06,1128
2016-06-11,1455
2016-09-21,1383
2017-02-27,4145
2016-05-13,1871
2017-10-30,1191
2015-04-13,1283
2015-08-16,1686
2017-02-12,1154
2018-01-22,4991
2017-06-17,1141
2014-02-21,162
2017-06-27,2445
2018-02-20,2535
2014-05-22,5518
2016-03-30,957
2016-01-27,1896
2016-01-21,1886
2014-12-10,3759
2014-05-17,1258
2018-05-01,3005
2016-04-23,2416
2017-11-09,1790
2017-01-24,1263
2016-03-09,6609
2017-06-07,3370
2016-04-17,2956
2018-01-11,21789
2015-02-08,1995
2016-04-08,1639
2015-11-11,3676
2016-05-04,1764
2016-12-22,715
2015-08-21,1146
2017-10-16,5236
2015-02-28,3714
2015-04-23,1345
2017-09-05,2512
2016-08-09,6033
2017-08-27,2462
2015-06-11,4411
2014-11-26,389
2017-01-04,3618
2014-04-03,1950
2015-09-14,2281
2017-10-05,3681
2015-11-10,5422
2015-02-26,3482
2017-06-24,1091
2016-10-08,2006
2015-08-22,705
2014-12-20,5539
2017-05-22,2739
2015-11-16,1580
2015-01-22,654
2015-10-01,5774
2014-10-18,722
2016-08-19,635
2015-08-08,1116
2015-02-27,5104
2017-03-11,1362
2016-03-07,2455
2017-08-02,6370
2018-05-15,4139
2016-02-13,2186
2014-10-23,3086
2014-04-02,2607
2015-02-04,845
2016-06-13,1726
2017-09-24,3701
2018-03-18,4136
2014-09-09,832
2016-11-01,5411
2015-12-17,1899
2014-05-03,2267
2016-04-19,10439
2017-08-25,1608
2017-12-30,2748
2017-08-13,4825
2018-05-21,2874
2017-11-10,2933
2015-04-11,1839
2016-10-07,3449
2017-01-22,3108
2015-02-02,1587
2017-05-29,1387
2017-10-03,1622
2014-12-26,626
2015-01-01,171
2016-12-28,1736
2014-04-12,627
2016-07-23,2866
2016-09-17,2324
2017-12-12,4621
2015-11-02,2073
2014-09-27,931
2016-11-18,7855
2018-05-02,2870
2015-09-26,1404
2017-10-08,8955
2015-07-15,3935
2016-06-03,7481
2015-12-06,8829
2016-03-29,1838
2014-06-26,1419
2017-11-08,1338
2016-05-19,445
2016-09-07,1428
2015-02-13,1868
2016-10-28,1326
2018-01-21,9776
2017-01-31,2230
2015-03-18,2856
2015-11-19,5941
2015-06-16,1134
2016-05-17,647
2016-05-11,1873
2017-07-13,3275
2014-05-16,1371
2014-07-04,447
2016-08-31,4502
2017-10-29,3062
2014-04-15,1468
2016-01-12,3633
2016-12-31,3379
2017-10-07,3882
2014-10-22,1151
2015-08-05,2538
2016-10-20,531
2016-01-02,678
2016-11-09,7238
2018-03-14,2084
2014-04-07,932
2017-02-25,2750
2014-04-28,3256
2015-04-03,886
2014-07-20,1298
2017-01-14,3599
2015-03-12,4663
2017-12-24,3840
2014-05-07,3066
2017-05-06,7705
2018-05-13,3573
2017-01-19,1757
2016-02-27,1115
2017-12-20,1734
2015-03-14,2751
2017-06-03,1946
2017-07-27,1611
2014-05-25,905
2017-04-07,2724
2015-10-18,2837
2018-03-23,3618
2015-07-19,821
2015-10-07,2345
2014-03-12,1755
2018-05-06,1754
2015-01-28,758
2015-06-04,1543
2017-11-17,1525
2014-03-17,851
2016-07-04,3193
2014-04-24,4444
2014-07-27,480
2017-01-01,4111
2017-11-16,876
2017-08-18,5440
2014-12-13,3284
2017-09-06,2670
2015-07-17,1350
2015-10-03,2010
2016-09-06,1337
2016-07-06,2705
2016-11-23,4398
2018-05-12,4391
2015-08-11,624
2016-09-26,1605
2017-05-11,2297
2014-03-11,1075
2014-05-04,1191
2018-05-30,4601
2016-03-19,1654
2017-11-22,2223
2014-03-30,1027
2016-12-09,2083
2014-12-16,9939
2017-12-27,3123
2018-02-26,2625
2016-12-03,1729
2016-01-14,1620
2016-11-04,2828
2014-10-01,1299
2017-05-08,2844
2017-10-17,6599
2018-04-06,4170
2014-10-21,1002
2015-05-14,456
2017-03-12,3282
2016-10-23,3041
2017-09-20,1791
2017-06-29,2698
2016-12-30,2930
2015-08-26,460
2018-01-30,3687
2015-06-19,819
2017-08-07,1391
2015-05-23,1199
2015-05-07,1280
2016-03-02,1285
2017-02-05,1560
2016-12-15,6298
2015-07-16,1588
2015-09-05,2305
2014-04-08,3918
2017-05-30,4532
2018-02-06,2729
2018-02-11,4123
2017-06-09,1891
2018-02-28,5664
2017-12-13,2902
2014-08-03,585
2017-10-24,1800
2014-08-18,627
2016-09-28,2309
2015-09-16,5492
2014-11-04,1260
2017-01-09,2948
2017-04-27,5683
2016-12-26,1118
2015-08-13,1063
2018-05-03,2817
2015-11-29,2943
2015-03-02,2849
2016-03-01,3102
2018-04-01,2462
2017-05-14,1758
2017-09-13,2072
2016-02-25,2554
2016-07-14,1287
2016-10-29,5841
2014-04-04,3634
2017-04-21,1557
2016-10-31,1448
2014-11-11,1433
2017-12-21,4146
2015-04-09,1620
2014-11-21,412
2014-09-24,606
2016-12-06,7190
2015-11-01,3505
2014-11-19,398
2015-06-02,2653
2015-08-28,1773
2017-12-19,2600
2017-09-08,2951
2015-06-05,674
2014-08-27,1249
2014-07-15,950
2017-07-29,1364
2015-01-23,317
2016-11-22,1501
2014-06-28,770
2016-12-18,1197
2017-03-03,1937
2015-07-03,4213
2016-03-23,2921
2016-12-02,1115
2017-11-23,5547
2014-10-10,1583
2014-12-15,1837
2015-11-12,5357
2018-04-11,3311
2016-10-26,1603
2016-11-21,839
2014-12-03,1576
2014-09-15,554
2014-06-01,1337
2016-11-13,2812
2014-03-14,2399
2014-05-27,690
2015-03-19,1087
2017-10-04,4329
2014-05-02,6137
2017-10-21,1318
2014-06-10,1274
2017-08-14,1990
2017-04-02,1191
2016-06-14,1588
2015-08-31,2093
2014-09-25,938
2014-09-23,772
2015-03-10,3451
2016-04-02,1838
2014-05-14,1570
2014-10-16,1516
2017-12-09,1969
2018-04-04,2449
2015-11-18,1395
2015-09-19,1739
2014-07-02,563
2017-09-27,2330
2015-04-08,4337
2014-11-15,1584
2018-03-19,3665
2017-01-27,1379
2016-09-23,1178
2017-11-11,3817
2016-01-08,2199
2015-10-08,2126
2017-09-10,4482
2015-05-16,1505
2015-03-16,2555
2015-11-15,1299
2016-02-23,2331
2017-07-18,1942
2017-01-26,1948
2016-12-14,2440
2016-05-02,3409
2015-10-02,2640
2015-10-28,5257
2016-08-03,1153
2014-03-22,2110
2016-02-08,1068
2015-12-04,1150
2014-10-27,932
2018-04-03,3444
2018-02-13,3325
2015-02-12,1882
2017-10-09,7367
2015-07-28,2434
2017-10-11,4146
2016-08-24,2436
2017-10-28,2704
2017-01-23,1783
2015-11-13,3377
2017-01-06,1363
2014-12-07,2795
2016-09-02,471
2017-07-01,3577
2014-11-14,271
2014-03-19,1109
2016-08-07,670
2015-08-20,402
2014-08-31,1750
2017-01-25,5281
2018-03-06,1460
2016-06-06,1765
2017-03-14,953
2015-03-23,1329
2014-08-05,551
2014-05-31,754
2015-10-31,5244
2017-02-23,3854
2016-01-15,3625
2017-04-15,2182
2015-05-25,533
2014-11-28,1662
2016-01-31,994
2014-09-14,1965
2018-05-08,3432
2014-06-30,1928
2014-12-28,1534
2017-08-10,1665
2015-09-13,579
2017-06-01,554
2017-04-03,2565
2016-08-17,2431
2018-05-07,2180
2014-09-12,159
2016-11-30,1938
2018-02-14,3668
2015-09-02,856
2015-12-05,964
2015-06-10,704
2015-04-24,1110
2015-09-07,1244
2016-11-06,2274
2017-02-15,713
2015-03-27,1369
2015-10-26,2147
2015-10-22,1224
2013-06-17,29
2017-12-18,1903
2016-05-22,1497
2015-04-19,2125
2015-02-05,1447
2015-11-26,1257
2016-09-10,1248
2014-05-26,595
2016-02-14,689
2016-05-21,437
2017-07-09,1624
2015-03-22,4464
2015-03-25,1212
2016-10-13,1321
2016-12-08,1455
2017-03-27,309
2017-03-13,650
2014-12-19,6118
2016-01-20,891
2017-12-31,2769
2018-03-24,2288
2017-01-28,2424
2014-10-29,1832
2015-11-04,1272
2017-04-09,3153
2015-04-05,1102
2015-04-12,719
2017-07-25,2227
2018-02-01,3975
2018-03-03,1374
2014-11-29,792
2014-04-23,3525
2016-09-22,1391
2016-01-22,1865
2015-08-17,1481
2016-04-13,1895
2014-07-22,926
2015-12-24,2125
2017-09-03,5127
2016-10-24,3117
2015-07-06,434
2014-02-27,1390
2014-10-31,1842
2017-05-26,3747
2014-03-21,4459
2016-08-29,1122
2017-08-23,4467
2017-08-26,3829
2015-06-13,3754
2018-05-14,1310
2015-03-30,883
2014-04-27,804
2018-03-10,2678
2014-11-16,538
2015-08-18,2822
2015-09-04,1237
2014-12-01,184
2015-11-24,3242
2017-06-15,2775
2014-08-23,178
2017-06-10,2491
2014-12-25,644
2015-02-22,1858
2018-03-15,2823
2014-04-21,1260
2017-04-17,1728
2014-07-30,99
2017-11-24,1805
2017-06-30,963
2015-06-12,1185
2014-10-14,926
2017-07-04,1070
2017-02-19,3928
2015-05-22,1559
2014-08-15,588
2016-09-16,1636
2015-09-08,2044
2016-04-21,1835
2016-06-04,2654
2014-03-31,1741
2014-11-03,1446
2018-01-03,4386
2014-07-24,191
2018-03-09,2885
2016-04-06,1110
2015-06-15,1332
2017-11-12,2422
2013-10-29,39
2017-07-16,1574
2017-04-22,1549
2014-12-21,1733
2017-12-26,1314
2016-03-08,829
2015-11-05,696
2015-03-06,729
2015-12-22,2882
2014-07-23,334
2015-12-13,721
2015-06-23,1198
2016-08-14,971
2014-09-16,1716
2015-01-30,416
2018-03-05,1315
2015-03-17,1321
2016-06-21,4385
2017-09-29,3097
2014-07-07,1045
2014-09-05,1080
2017-11-01,1162
2018-02-24,1978
2018-04-02,1612
2017-12-06,1118
2016-09-09,1889
2016-08-01,2427
2015-10-12,1767
2014-05-24,904
2017-07-07,1310
2013-10-01,57
2014-09-04,339
2016-05-07,2454
2016-08-20,809
2015-11-17,1450
2016-07-10,1512
2016-03-12,1681
2014-02-12,470
2015-07-10,860
2015-08-14,816
2016-02-01,1386
2015-08-12,265
2015-01-26,774
2016-09-20,745
2014-07-17,602
2016-05-16,1261
2017-01-20,2738
2016-01-13,1748
2016-08-13,554
2017-10-25,1593
2014-02-14,337
2015-12-12,1798
2015-09-28,895
2017-03-26,1037
2016-08-21,828
2014-09-08,454
2015-09-24,2832
2015-11-20,3174
2014-03-08,746
2014-04-16,1562
2015-04-22,2127
2016-04-04,1538
2015-09-15,1282
2015-01-09,1494
2017-10-31,625
2017-12-05,1394
2014-04-10,1028
2015-04-26,1040
2014-06-13,399
2016-05-18,407
2016-03-20,1077
2015-07-29,1080
2014-07-21,1244
2017-05-31,840
2014-08-14,575
2014-11-01,613
2016-08-18,926
2016-08-23,1976
2017-02-26,3508
2015-05-18,363
2016-08-26,781
2017-08-31,1089
2017-06-04,1182
2016-06-05,799
2016-02-15,348
2015-09-22,2024
2015-03-29,564
2016-03-31,1703
2015-02-06,1158
2015-01-15,1274
2015-12-25,1111
2016-09-12,1339
2016-02-22,1353
2013-07-21,9
2014-03-15,631
2015-06-28,2302
2016-01-28,1853
2015-01-16,671
2018-03-04,1723
2014-11-05,897
2016-04-10,1409
2018-01-31,3463
2017-12-03,2298
2014-10-13,1338
2014-07-03,529
2015-03-24,843
2015-07-20,285
2016-11-07,1445
2014-02-28,387
2014-08-09,278
2015-07-30,1287
2015-01-29,816
2016-08-28,1700
2016-07-21,1268
2017-07-28,2286
2014-05-12,1115
2014-11-27,843
2013-12-19,6
2014-06-11,1605
2014-09-17,1236
2014-03-16,242
2015-01-25,1665
2016-05-09,2023
2015-06-21,226
2017-08-24,1594
2015-06-14,418
2017-10-02,1319
2016-03-21,1145
2015-04-29,1008
2016-12-17,1320
2015-03-15,849
2014-10-19,1129
2014-12-22,1159
2014-02-07,235
2013-10-09,86
2015-02-14,769
2014-03-26,2434
2015-11-08,711
2018-03-27,1900
2014-08-28,1006
2016-12-04,1338
2015-01-31,321
2015-05-24,300
2015-07-09,1801
2016-11-14,2853
2016-02-28,1773
2016-01-09,632
2014-06-25,1925
2014-06-29,411
2015-09-06,1794
2014-09-03,536
2015-08-04,1918
2017-07-14,1419
2017-10-22,939
2017-02-11,1480
2015-01-05,590
2015-05-01,562
2017-04-13,2715
2015-05-03,1484
2013-12-05,77
2017-07-19,1202
2014-11-18,507
2014-09-10,641
2014-07-18,203
2015-01-10,918
2014-11-12,601
2014-02-13,313
2017-03-16,935
2014-11-24,419
2016-08-22,761
2016-08-04,1005
2014-08-30,510
2017-07-23,1656
2014-03-06,253
2014-10-11,1083
2015-05-13,347
2018-03-12,1862
2014-02-22,638
2017-04-01,953
2016-12-25,1136
2014-09-06,563
2015-11-27,958
2015-03-05,1531
2016-06-19,720
2015-01-19,1089
2017-01-16,883
2015-05-08,834
2015-04-20,918
2013-07-17,132
2016-04-30,991
2014-06-09,553
2014-07-12,229
2015-01-04,763
2015-10-24,1010
2015-01-27,275
2015-04-06,743
2017-05-12,1476
2014-09-29,448
2014-06-16,128
2014-07-09,99
2015-09-09,1649
2014-03-25,1356
2014-06-20,301
2015-04-02,854
2016-11-20,1984
2017-12-04,2597
2014-11-08,727
2014-12-02,542
2015-08-10,766
2015-12-01,870
2017-07-03,3168
2014-09-20,543
2014-10-25,1652
2015-10-20,1390
2015-01-20,470
2015-09-18,939
2014-08-13,793
2015-10-17,998
2017-04-04,424
2017-02-13,672
2014-10-30,2061
2015-12-29,1121
2014-02-05,300
2016-09-19,598
2014-11-23,82
2014-08-01,584
2017-07-11,928
2014-07-28,624
2015-05-27,944
2014-09-19,1374
2014-03-20,1423
2014-10-17,331
2017-01-29,1660
2017-06-28,1401
2015-05-05,229
2016-07-17,1224
2015-12-15,2004
2015-05-20,697
2014-05-13,446
2016-12-24,239
2017-04-16,1357
2014-04-05,1894
2014-08-22,288
2014-10-02,878
2016-01-06,1444
2016-10-15,454
